CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Sum,Rule_Segment,KMeans_Cluster,PCA1,PCA2
13262,263,3,573.45,2,3,2,232,7,Need Attention,2,-0.6975841854311997,0.41435473387646315
13263,1,39,8704.69,5,5,5,555,15,Champions (Top Tier),0,3.8205876130958463,-0.6222624146100991
13264,443,1,722.56,1,1,3,113,5,Need Attention,1,-1.29398334880575,0.5164619995770379
13265,53,5,2107.66,4,4,4,444,12,Champions (Top Tier),2,0.6907395279081189,0.07672979824620609
13266,11,19,6135.04,5,5,5,555,15,Champions (Top Tier),0,2.5602208616007314,0.00757576835708982
13267,3,36,9758.26,5,5,5,555,15,Champions (Top Tier),0,3.58665059364467,-0.2342886329699746
13268,18,11,3214.69,5,5,5,555,15,Champions (Top Tier),0,1.7408491018603556,-0.11936339403939487
13269,1,28,8891.7,5,5,5,555,15,Champions (Top Tier),0,3.5845615583584993,-0.7336110730082592
13270,366,1,1180.0,2,1,3,213,6,Need Attention,1,-1.0192105178059914,0.558070113655249
13271,37,1,217.38,4,1,1,411,6,New / Promising,3,-1.0201584235809955,-1.1980086772350564
13272,31,2,276.56,4,2,1,421,7,New / Promising,3,-0.5509887175850564,-1.0725966092311399
13273,113,1,138.98,3,1,1,311,5,Need Attention,1,-1.5689849846506432,-0.7251872934109642
13274,409,1,360.85,2,1,2,212,5,Hibernating / Churned,1,-1.5697243047745724,0.26508707394076736
13275,384,2,241.66,2,2,1,221,5,Hibernating / Churned,1,-1.413979874908807,0.25919122092078534
13276,64,5,1939.26,3,4,4,344,11,Loyal Customers,2,0.5945613118962897,0.1540761991892841
13277,16,7,523.3,5,4,2,542,11,Loyal Customers,3,0.6784078195441617,-0.8720608794372989
13278,41,4,1435.85,4,3,4,434,11,Loyal Customers,3,0.46605739057776785,-0.24345089361039135
13279,78,1,137.75,3,1,1,311,5,Need Attention,1,-1.4542085998889933,-0.9301147007261505
13280,122,7,2322.63,3,4,4,344,11,Loyal Customers,2,0.6861513482926209,0.6651369696961419
13281,439,1,350.85,1,1,2,112,4,Hibernating / Churned,1,-1.6047575626392079,0.2956478525484378
13282,18,4,1313.19,5,3,4,534,12,Loyal Customers,3,0.683782915277459,-0.7076777336072787
13283,60,4,373.36,3,3,2,332,8,Loyal Customers,3,-0.23985818085371102,-0.4402244978751295
13284,331,1,201.19,2,1,1,211,4,Hibernating / Churned,1,-1.7547148088991364,-0.025530989682433676
13285,23,6,3364.59,4,4,5,445,13,Champions (Top Tier),0,1.2740202303313044,-0.17416356203824104
13286,600,1,734.91,1,1,3,113,5,Need Attention,1,-1.3845431722519013,0.6885246680465742
13287,603,3,781.59,1,3,3,133,7,Need Attention,2,-0.8307267479184168,0.9633974901726233
13288,443,5,927.61,1,4,3,143,8,At Risk (High Frequency),2,-0.3475043387173607,0.9932814458909732
13289,724,1,307.95,1,1,2,112,4,Hibernating / Churned,1,-1.822850023972747,0.5321731507733689
13290,438,1,208.63,1,1,1,111,3,Hibernating / Churned,1,-1.8293453819424879,0.13937288567111647
13291,156,11,3320.84,3,5,5,355,13,Loyal Customers,2,1.071967551953672,1.0551493557887097
13292,39,5,994.51,4,4,3,443,11,Loyal Customers,3,0.46123197427861445,-0.31347184584053067
13293,392,6,1192.94,2,4,3,243,9,At Risk (High Frequency),2,-0.08111717018771215,1.0576406950269746
13294,190,3,1689.53,2,3,4,234,9,Need Attention,2,-0.12325397288201599,0.5589379902921946
13295,360,4,1101.97,2,3,3,233,8,Need Attention,2,-0.3447604654193216,0.8639110883511075
13296,137,6,792.51,3,4,3,343,10,Loyal Customers,2,0.07960469187497515,0.3581034557437617
13297,8,7,4368.62,5,4,5,545,14,Champions (Top Tier),0,1.8066846959963994,-0.5881225190299629
13298,1,1,360.0,5,1,2,512,8,New / Promising,3,0.1508501348775456,-2.671583178831905
13299,268,3,1218.7,2,3,3,233,8,Need Attention,2,-0.37604152601936564,0.6500955912183268
13300,169,3,1285.51,3,3,4,334,10,Loyal Customers,2,-0.20441397887751317,0.41294060209011574
13301,104,4,618.09,3,3,2,332,8,Loyal Customers,2,-0.1966343268076027,0.009902226395403325
13302,155,2,159.2,3,2,1,321,6,Need Attention,1,-1.3024734078696365,-0.36338249656729227
13303,400,1,61.72,2,1,1,211,4,Hibernating / Churned,1,-2.3250881543471547,-0.2717752683949876
13304,351,4,1217.99,2,3,3,233,8,Need Attention,2,-0.2930775293330847,0.8799254406477546
13305,4,16,3754.71,5,5,5,555,15,Champions (Top Tier),0,2.5058218437619018,-0.681736561695982
13306,430,1,53.65,1,1,1,111,3,Hibernating / Churned,1,-2.4083497114418666,-0.27321134330049307
13307,120,3,273.34,3,3,1,331,7,Loyal Customers,1,-0.7668228375652357,-0.23718123029035543
13308,23,4,1670.37,4,3,4,434,11,Loyal Customers,3,0.712835136313141,-0.5068549285252849
13309,7,6,1706.37,5,4,4,544,13,Champions (Top Tier),3,1.3340561409740392,-0.9832670054740053
13310,28,5,1541.2,4,4,4,444,12,Champions (Top Tier),3,0.7556900756016879,-0.35981781653410594
13311,4,2,598.57,5,2,2,522,9,New / Promising,3,0.3844926268866115,-1.865909126004746
13312,451,1,124.75,1,1,1,111,3,Hibernating / Churned,1,-2.0611433496828075,0.0024883122671626907
13313,22,12,3445.32,4,5,5,455,14,Champions (Top Tier),0,1.770243536392901,0.03604799843342752
13314,2,3,775.94,5,3,3,533,11,Loyal Customers,3,0.8818810806560168,-1.9647831495517412
13315,689,1,310.26,1,1,2,112,4,Hibernating / Churned,1,-1.8036057573774216,0.5071117380350495
13316,37,10,13191.57,4,5,5,455,14,Champions (Top Tier),0,2.0645024481934264,0.6536620031963992
13317,66,19,6486.09,3,5,5,355,13,Loyal Customers,0,2.028204863392418,0.9727971340343164
13318,1,3,640.76,5,3,3,533,11,Loyal Customers,3,0.9298491648618706,-2.2456417650539615
13319,5,58,22082.5,5,5,5,555,15,Champions (Top Tier),0,4.1667189255492625,0.4046002418821334
13320,78,6,2228.1,3,4,4,344,11,Loyal Customers,2,0.7094274174244987,0.35963077683030964
13321,72,2,567.36,3,2,2,322,7,Need Attention,3,-0.505878084265127,-0.40316382868741496
13322,17,1,199.48,5,1,1,511,7,New / Promising,3,-0.8157012557076193,-1.6357440044660938
13323,3,5,787.85,5,4,3,543,12,Loyal Customers,3,1.1047072263752047,-1.6531403550237687
13324,36,18,10513.47,4,5,5,455,14,Champions (Top Tier),0,2.3912538702820223,0.7710848850340365
13325,82,1,675.3,3,1,3,313,7,Need Attention,3,-0.780993691444217,-0.4287173233035757
13326,432,1,281.76,1,1,1,111,3,Hibernating / Churned,1,-1.6946874932541665,0.22136332020332966
13327,39,20,9879.48,4,5,5,455,14,Champions (Top Tier),0,2.4153136203100516,0.8321027571015928
13328,316,1,1308.48,2,1,4,214,7,Cant Lose Them (High Spend),1,-0.9269089350503552,0.5082015227678718
13329,32,8,5112.97,4,4,5,445,13,Champions (Top Tier),0,1.54473908097705,0.21871165983870544
13330,93,6,2806.18,3,4,4,344,11,Loyal Customers,2,0.7535284060481223,0.5245421464209122
13331,402,1,262.4,2,1,1,211,4,Hibernating / Churned,1,-1.7023248263008346,0.16052949747454978
13332,14,1,350.9,5,1,2,512,8,New / Promising,3,-0.5119297138504195,-1.5678832678046466
13333,411,3,1015.74,1,3,3,133,7,Need Attention,2,-0.5931123137146572,0.8307506082865733
13334,82,5,6263.75,3,4,5,345,12,Loyal Customers,2,1.025492356737083,0.6397765705429067
13336,77,1,795.12,3,1,3,313,7,Need Attention,3,-0.6899273744134586,-0.4141594064014542
13337,546,1,1575.26,1,1,4,114,6,Cant Lose Them (High Spend),1,-1.0226735883213025,0.8646104764260386
13338,158,4,2445.62,3,3,4,334,10,Loyal Customers,2,0.2670883849623777,0.6501351759669015
13339,201,1,860.12,2,1,3,213,6,Need Attention,1,-0.9635371445924045,0.13417754677594132
13340,45,12,22100.56,4,5,5,455,14,Champions (Top Tier),0,2.354635026319586,0.9746496267806524
13341,261,1,775.85,2,1,3,213,6,Need Attention,1,-1.092462593050568,0.24679714136546962
13343,178,1,353.43,3,1,2,312,6,Need Attention,1,-1.3106933182260023,-0.19823325774852646
13344,68,3,2543.72,3,3,4,334,10,Loyal Customers,2,0.3839957727058389,0.11978294136667526
13345,288,1,389.5,2,1,2,212,5,Hibernating / Churned,1,-1.4234583152936406,0.09499897313543926
13346,463,6,299.4,1,4,2,142,7,At Risk (High Frequency),2,-0.7352306855081395,0.7361728285527808
13347,70,1,341.36,3,1,2,312,6,Need Attention,1,-1.0266952745864295,-0.7186370349182013
13348,64,1,233.76,3,1,1,311,5,Need Attention,1,-1.1623038054750023,-0.8802790940148505
13349,11,1,247.32,5,1,1,511,7,New / Promising,3,-0.5914494171018461,-1.7953215276358263
13350,16,2,979.12,5,2,3,523,10,New / Promising,3,0.20252987883379114,-1.0438043137301702
13351,66,1,373.94,3,1,2,312,6,Need Attention,1,-0.9683882997231937,-0.723408980810445
13352,60,1,397.98,3,1,2,312,6,Need Attention,3,-0.91100520839981,-0.7565527850905274
13354,71,1,743.53,3,1,3,313,7,Need Attention,3,-0.6931901294398483,-0.4783631370300841
13355,122,1,674.7,3,1,3,313,7,Need Attention,1,-0.9085973184293533,-0.21202983111126356
13356,80,1,768.24,3,1,3,313,7,Need Attention,3,-0.7170780672808428,-0.4036249408822353
13357,257,5,3838.36,2,4,5,245,11,At Risk (High Frequency),2,0.4456476105224257,1.1187426292238474
13358,269,1,439.03,2,1,2,212,5,Hibernating / Churned,1,-1.3495058413321273,0.09323667534830815
13359,64,2,1043.31,3,2,3,323,8,Need Attention,3,-0.20363852443673555,-0.285075137281547
13360,432,4,1553.65,1,3,4,134,8,Need Attention,2,-0.25423152938298504,1.0669668571787407
13361,472,2,1450.5,1,2,4,124,7,Cant Lose Them (High Spend),2,-0.7022895787339812,0.9081703060790534
13362,9,7,5394.07,5,4,5,545,14,Champions (Top Tier),0,1.8643326277736132,-0.4669045822701094
13363,18,3,1723.86,5,3,4,534,12,Loyal Customers,3,0.631906036548273,-0.7079561466875871
13364,71,1,134.96,3,1,1,311,5,Need Attention,1,-1.4330389060288709,-0.9873701529687705
13365,34,2,2225.37,4,2,4,424,10,New / Promising,3,0.32595587715937374,-0.39990286773185246
13366,50,1,56.16,4,1,1,411,6,New / Promising,1,-1.6985296796026348,-1.4369567185255263
13367,432,1,510.2,1,1,2,112,4,Hibernating / Churned,1,-1.4370348257774415,0.39862524124833937
13368,257,4,1121.5,2,3,3,233,8,Need Attention,2,-0.22847899164349872,0.6838855919483057
13369,366,1,616.56,2,1,2,212,5,Hibernating / Churned,1,-1.3013065701505888,0.3639914392618071
13370,372,1,1509.74,2,1,4,214,7,Cant Lose Them (High Spend),1,-0.9173160290667334,0.6407251199549502
13371,505,2,2297.66,1,2,4,124,7,Cant Lose Them (High Spend),2,-0.5240716254058623,1.0829866591205681
13372,90,1,378.64,3,1,2,312,6,Need Attention,1,-1.0619902270585622,-0.5508100884112549
13373,61,6,7587.19,3,4,5,345,12,Loyal Customers,2,1.3207989853192723,0.5926784235265533
13374,415,2,422.8,1,2,2,122,5,Hibernating / Churned,1,-1.1964120258630657,0.4688210679822516
13375,89,2,1792.23,3,2,4,324,9,Need Attention,2,-0.0736438343503183,0.0562607213387118
13376,99,3,1019.76,3,3,3,333,9,Loyal Customers,2,-0.13347221766713382,0.05100203941047923
13377,397,2,1552.88,2,2,4,224,8,Cant Lose Them (High Spend),2,-0.6167966272682657,0.8333496352661028
13379,26,3,572.56,4,3,2,432,9,Loyal Customers,3,0.03918785919622175,-0.8437310518682853
13380,433,1,62.4,1,1,1,111,3,Hibernating / Churned,1,-2.3459737105210183,-0.22492808627760083
13381,32,12,8224.37,4,5,5,455,14,Champions (Top Tier),0,2.0319872627037374,0.49557563378413894
13382,281,5,1387.58,2,4,4,244,10,At Risk (High Frequency),2,-0.025632250467686732,0.8633597348414207
13383,544,1,305.28,1,1,2,112,4,Hibernating / Churned,1,-1.7343255234471484,0.37216710681969456
13384,31,11,6680.83,4,5,5,455,14,Champions (Top Tier),0,1.8904621471837617,0.3870910699691671
13385,330,1,534.57,2,1,2,212,5,Hibernating / Churned,1,-1.329893318877111,0.26440599352944766
13386,414,2,835.46,1,2,3,123,6,Need Attention,1,-0.8997985014343088,0.6710245923460911
13387,417,1,189.44,1,1,1,111,3,Hibernating / Churned,1,-1.8552647623684155,0.08359711132329135
13388,131,3,1185.65,3,3,3,333,9,Loyal Customers,2,-0.15774441773481296,0.24921062249096448
13389,11,3,797.96,5,3,3,533,11,Loyal Customers,3,0.44567818898330097,-1.191790773431675
13390,75,1,544.08,3,1,2,312,6,Need Attention,1,-0.8463514581275028,-0.5418842390999008
13391,204,1,59.8,2,1,1,211,4,Hibernating / Churned,1,-2.1216129379628126,-0.651152981823756
13392,677,1,91.14,1,1,1,111,3,Hibernating / Churned,1,-2.32759290786748,0.13303431439917818
13393,584,4,1131.45,1,3,3,133,7,Need Attention,2,-0.4894122575535265,1.138064250773152
13394,2,19,6621.7,5,5,5,555,15,Champions (Top Tier),0,3.041792694407341,-0.7342033246251317
13395,185,3,1180.23,3,3,3,333,9,Loyal Customers,2,-0.2706534156693777,0.4369952791929287
13396,29,2,1360.99,4,2,4,424,10,New / Promising,3,0.16199055753798045,-0.6320330894120476
13397,73,10,3191.87,3,5,5,355,13,Loyal Customers,2,1.231648406683448,0.5965726338584095
13398,192,2,670.34,2,2,3,223,7,Need Attention,1,-0.747868460732981,0.18292845179614156
13399,464,3,275.4,1,3,1,131,5,Need Attention,1,-1.198978576328895,0.5075958008665927
13400,583,1,310.83,1,1,2,112,4,Hibernating / Churned,1,-1.7488653379626629,0.41566417389801896
13402,127,4,1535.13,3,3,4,334,10,Loyal Customers,2,0.13471529844566787,0.3911875729281101
13403,18,3,229.5,5,3,1,531,9,Loyal Customers,3,-0.24380761995632222,-1.3104365578456716
13404,1,2,252.49,5,2,1,521,8,New / Promising,3,0.3062679191542236,-2.6290037912326154
13405,74,6,1213.81,3,4,3,343,10,Loyal Customers,2,0.46211950814329367,0.14926523124034013
13406,427,2,568.92,1,2,2,122,5,Hibernating / Churned,1,-1.0767166151352057,0.5731831357622613
13407,579,3,2244.7,1,3,4,134,8,Need Attention,2,-0.35894152954011255,1.256594332646367
13408,2,106,51733.46,5,5,5,555,15,Champions (Top Tier),0,5.215334479843755,0.4950166569203447
13410,24,9,2201.96,4,5,4,454,13,Champions (Top Tier),0,1.348457447324521,-0.14795571184781844
13411,107,1,213.55,3,1,1,311,5,Need Attention,1,-1.3656897225295985,-0.6271746510944386
13412,620,1,487.35,1,1,2,112,4,Hibernating / Churned,1,-1.5735566535647365,0.5838258844438168
13413,640,6,429.44,1,4,2,142,7,At Risk (High Frequency),2,-0.6832398885903473,1.0220800008007236
13414,134,6,2494.14,3,4,4,344,11,Loyal Customers,2,0.5851839890014784,0.6889225968124979
13415,473,4,800.67,1,3,3,133,7,Need Attention,2,-0.5716653426206001,0.9186064084298893
13416,44,3,940.8,4,3,3,433,10,Loyal Customers,3,0.08975542707473876,-0.4135242422338423
13417,5,6,1669.49,5,4,4,544,13,Champions (Top Tier),3,1.4175984297079152,-1.1484781895815273
13418,12,31,12233.6,5,5,5,555,15,Champions (Top Tier),0,3.193068260686453,0.430337873642438
13419,64,1,221.06,3,1,1,311,5,Need Attention,1,-1.1865026333802615,-0.896927595128899
13420,150,2,159.85,3,2,1,321,6,Need Attention,1,-1.290175605914471,-0.3801381304078336
13421,40,8,4103.12,4,4,5,445,13,Champions (Top Tier),0,1.378818495758975,0.2725843350686572
13422,64,1,2626.3,3,1,4,314,8,Need Attention,3,-0.11146138409467729,-0.1573122093568711
13423,429,1,217.03,1,1,1,111,3,Hibernating / Churned,1,-1.8055512241112466,0.13970864755351764
13424,450,1,572.77,1,1,2,112,4,Hibernating / Churned,1,-1.399967276180069,0.45565500863055775
13425,108,5,3403.63,3,4,5,345,12,Loyal Customers,2,0.6720286156118924,0.6075386382940041
13426,1,22,8167.38,5,5,5,555,15,Champions (Top Tier),0,3.3707985596571066,-0.8438911698083312
13427,19,6,1006.53,5,4,3,543,12,Loyal Customers,3,0.8082072328994044,-0.6357676866449118
13428,10,3,499.98,5,3,2,532,10,Loyal Customers,3,0.2707370712160958,-1.3795014096951206
13429,11,4,1006.8,5,3,3,533,11,Loyal Customers,3,0.716908552935899,-1.0405998137846493
13430,19,2,679.45,5,2,3,523,10,New / Promising,3,-0.008811611452237125,-1.063402994895545
13431,67,8,3316.24,3,4,5,345,12,Loyal Customers,2,1.1225703321777833,0.4879204184224399
13432,571,2,439.1,1,2,2,122,5,Hibernating / Churned,1,-1.2829871213382924,0.6557652646576022
13433,501,4,658.32,1,3,3,133,7,Need Attention,2,-0.6752854176136905,0.8917433332415043
13434,74,5,1666.86,3,4,4,344,11,Loyal Customers,2,0.48245592376429564,0.18771971766344775
13435,5,9,4475.23,5,5,5,555,15,Champions (Top Tier),0,2.118503644657322,-0.7228671813454183
13436,2,1,196.89,5,1,1,511,7,New / Promising,3,-0.24185810713248612,-2.627901625116746
13437,14,7,3408.06,5,4,5,545,14,Champions (Top Tier),0,1.5334604499737585,-0.3806805637743415
13438,547,1,46.5,1,1,1,111,3,Hibernating / Churned,1,-2.5470361007598807,-0.18271867302773
13439,255,3,986.61,2,3,3,233,8,Need Attention,2,-0.45185954803711,0.5595907674463807
13440,423,7,1295.25,1,4,4,144,9,At Risk (High Frequency),2,0.03194517468017482,1.1730058542358848
13441,92,2,720.9,3,2,3,323,8,Need Attention,3,-0.4801450860771983,-0.19802547083106758
13442,667,3,419.87,1,3,2,132,6,Need Attention,1,-1.1331891319437986,0.8332671154583999
13443,449,6,1280.16,1,4,4,144,9,At Risk (High Frequency),2,-0.09424328149669714,1.1534491275579408
13444,374,2,631.68,2,2,3,223,7,Need Attention,1,-0.9885058124122745,0.5315406840443165
13445,626,1,241.9,1,1,1,111,3,Hibernating / Churned,1,-1.8805360757428697,0.3800708308277079
13446,430,11,3881.89,1,5,5,155,11,At Risk (High Frequency),2,0.8132550562979148,1.6588666221421617
13447,23,3,1129.14,4,3,3,433,10,Loyal Customers,3,0.37238483356245045,-0.7056683694224856
13448,17,13,9240.87,5,5,5,555,15,Champions (Top Tier),0,2.3352485096278444,0.223260895033851
13449,24,1,291.88,4,1,2,412,7,New / Promising,3,-0.7570220986388266,-1.3410869320421654
13450,27,13,4120.04,4,5,5,455,14,Champions (Top Tier),0,1.8409410759098703,0.2251946877866147
13451,26,11,7190.92,4,5,5,455,14,Champions (Top Tier),0,1.9774208781727636,0.3154031654948748
13452,259,3,729.8,2,3,3,233,8,Need Attention,2,-0.5879049420047463,0.47799457147202656
13453,166,3,781.69,3,3,3,333,9,Loyal Customers,2,-0.4148815401132151,0.25435936332278186
13454,641,1,219.87,1,1,1,111,3,Hibernating / Churned,1,-1.9295502451505515,0.36465015343225277
13455,25,6,2905.93,4,4,4,444,12,Champions (Top Tier),0,1.1843870293032277,-0.17387112636647412
13456,18,6,1766.72,5,4,4,544,13,Champions (Top Tier),3,1.0694077961352204,-0.4957696718251843
13457,689,2,148.22,1,2,1,121,4,Hibernating / Churned,1,-1.8142471118518977,0.4354444452860033
13458,7,16,11959.27,5,5,5,555,15,Champions (Top Tier),0,2.8577980838991137,-0.07576348119047821
13459,625,2,1160.41,1,2,3,123,6,Need Attention,2,-0.8899433489086893,0.9960049307219225
13460,29,2,183.44,4,2,1,421,7,New / Promising,3,-0.7079482293274981,-1.2305404600577268
13461,39,6,4160.0,4,4,5,445,13,Champions (Top Tier),0,1.2011145460933634,0.17109514252829947
13462,253,5,1153.85,2,4,3,243,9,At Risk (High Frequency),2,-0.0720053919922576,0.7505084648306535
13464,58,6,3097.64,4,4,5,445,13,Champions (Top Tier),2,0.9471471546615091,0.2972187679159318
13465,446,2,931.12,1,2,3,123,6,Need Attention,1,-0.8767081950727754,0.7444087329103386
13466,184,5,1013.35,3,4,3,343,10,Loyal Customers,2,-0.025929299618880457,0.5368434268067819
13467,11,2,1083.71,5,2,3,523,10,New / Promising,3,0.35929772747628425,-1.205565153082696
13468,2,72,13390.51,5,5,5,555,15,Champions (Top Tier),0,4.335653682104677,-0.04951215478940229
13469,653,1,82.4,1,1,1,111,3,Hibernating / Churned,1,-2.359299576385731,0.08332292482321925
13470,99,2,165.0,3,2,1,321,6,Need Attention,1,-1.1431762349413632,-0.5980077866431704
13471,1,4,2531.58,5,3,4,534,12,Loyal Customers,3,1.6973448746851985,-1.7530262456745647
13472,464,2,592.24,1,2,2,122,5,Hibernating / Churned,1,-1.0860841719842447,0.6309201203394379
13473,61,8,2657.76,3,4,4,344,11,Loyal Customers,2,1.0561691868230483,0.3707334294577137
13474,236,3,663.79,2,3,3,233,8,Need Attention,2,-0.5991395458799204,0.3985693944627046
13475,191,4,1431.78,2,3,4,234,9,Need Attention,2,-0.026727392588371122,0.5939770304698049
13476,179,5,2061.47,3,4,4,344,11,Loyal Customers,2,0.29170703066077047,0.7341645439314829
13477,38,11,2834.17,4,5,4,454,13,Champions (Top Tier),0,1.453469306276976,0.23957708050290322
13478,469,5,2215.78,1,4,4,144,9,At Risk (High Frequency),2,0.012684362723795322,1.285138035725201
13479,201,4,851.37,2,3,3,233,8,Need Attention,2,-0.2691206178837649,0.46651496816294563
13480,417,2,627.82,1,2,3,123,6,Need Attention,1,-1.0262781285573939,0.5895837261554244
13481,46,11,3830.84,4,5,5,455,14,Champions (Top Tier),0,1.524194972778142,0.4326668578073108
13482,232,2,336.09,2,2,2,222,6,Hibernating / Churned,1,-1.1085399643509015,0.08058634822591602
13483,66,1,140.34,3,1,1,311,5,Need Attention,1,-1.392875458751837,-1.0154510155592342
13484,241,3,790.72,2,3,3,233,8,Need Attention,2,-0.529863174405483,0.4623915005569169
13485,233,11,3019.22,2,5,5,255,12,At Risk (High Frequency),2,0.9014791210321077,1.2467692757938469
13486,78,3,1122.41,3,3,3,333,9,Loyal Customers,2,-0.015541298795247663,-0.050329489659132025
13487,58,5,846.87,4,4,3,443,11,Loyal Customers,2,0.26568360453399004,-0.1471566396271964
13488,17,23,15587.88,5,5,5,555,15,Champions (Top Tier),0,2.973822970572523,0.5770551808634611
13489,105,4,449.52,3,3,2,332,8,Loyal Customers,2,-0.33799724307572765,-0.08001650027336321
13490,654,1,154.25,1,1,1,111,3,Hibernating / Churned,1,-2.089424699576514,0.2701762738794637
13491,52,27,4566.56,4,5,5,455,14,Champions (Top Tier),0,2.2079954804669337,0.8616501722291948
13492,136,3,1269.84,3,3,4,334,10,Loyal Customers,2,-0.13994528981719584,0.2902355144159999
13493,275,2,618.63,2,2,3,223,7,Need Attention,1,-0.8984362839955033,0.3562342139011885
13494,312,1,316.26,2,1,2,212,5,Hibernating / Churned,1,-1.539634089693124,0.07682437652898644
13495,8,10,5374.26,5,5,5,555,15,Champions (Top Tier),0,2.1396948583452424,-0.40955326161999245
13496,11,2,653.33,5,2,3,523,10,New / Promising,3,0.1393713738129254,-1.356871826211989
13497,283,6,1320.33,2,4,4,244,10,At Risk (High Frequency),2,0.06805384245503517,0.9088218679246312
13498,730,1,327.38,1,1,2,112,4,Hibernating / Churned,1,-1.7989777173825081,0.554976777668927
13499,18,5,1159.11,5,4,3,543,12,Loyal Customers,3,0.768580607599807,-0.6782718632429845
13500,23,4,1466.3,4,3,4,434,11,Loyal Customers,3,0.656175941708572,-0.545835769588676
13501,288,3,2885.11,2,3,4,234,9,Need Attention,2,-0.02447837139441218,0.9474797621431167
13502,17,5,780.5,5,4,3,543,12,Loyal Customers,3,0.6141770528865184,-0.8263516834984166
13503,71,6,1905.39,3,4,4,344,11,Loyal Customers,2,0.6713908939864477,0.2616421626962817
13504,64,1,295.93,3,1,2,312,6,Need Attention,1,-1.0600834755088677,-0.8099527425079768
13505,73,4,4393.63,3,3,5,335,11,Loyal Customers,2,0.7692872702985043,0.40359972057693816
13506,316,5,1639.2,2,4,4,244,10,At Risk (High Frequency),2,0.008989503866490509,0.9777416640003229
13507,3,4,2479.16,5,3,4,534,12,Loyal Customers,3,1.4640629082286463,-1.3769740723183272
13508,244,2,287.05,2,2,1,221,5,Hibernating / Churned,1,-1.1931876921524969,0.06122355263133862
13509,9,8,1114.72,5,4,3,543,12,Loyal Customers,3,1.268447643999559,-0.8955580844855882
13510,1,11,4558.29,5,5,5,555,15,Champions (Top Tier),0,2.620880430580687,-1.2565793660705482
13511,677,1,282.76,1,1,1,111,3,Hibernating / Churned,1,-1.8381785633404937,0.4697454680132773
13512,261,4,713.39,2,3,3,233,8,Need Attention,2,-0.43007198752299747,0.5571011160686542
13513,127,3,824.59,3,3,3,333,9,Loyal Customers,2,-0.30564424404649865,0.12363778266507064
13514,74,4,815.9,3,3,3,333,9,Loyal Customers,2,0.03282916954777397,-0.09268413769260683
13515,73,6,1265.82,3,4,4,344,11,Loyal Customers,2,0.4847013766618639,0.15441087016551322
13516,21,4,1685.26,4,3,4,434,11,Loyal Customers,3,0.7448359654670687,-0.5521920065590327
13517,60,3,2128.42,3,3,4,334,10,Loyal Customers,2,0.34632932780476494,-0.0015223245465601277
13518,86,1,659.44,3,1,3,313,7,Need Attention,1,-0.8065417757451604,-0.409860350873778
13519,78,2,343.21,3,2,2,322,7,Need Attention,3,-0.7496313204603574,-0.5097202180064603
13520,59,11,6909.4,4,5,5,455,14,Champions (Top Tier),0,1.7017890291755466,0.7438759880071394
13521,1,3,1093.65,5,3,3,533,11,Loyal Customers,3,1.1621844514503414,-2.08579789605565
13522,30,1,125.8,4,1,1,411,6,New / Promising,3,-1.1908433852417777,-1.4730385654659048
13523,33,6,5101.52,4,4,5,445,13,Champions (Top Tier),0,1.3424296015746984,0.14251648293885982
13524,41,5,680.18,4,4,3,443,11,Loyal Customers,3,0.280360817998014,-0.40014180810680794
13525,15,2,628.78,5,2,3,523,10,New / Promising,3,0.029688673028093797,-1.2096449296433462
13526,738,2,1182.0,1,2,3,123,6,Need Attention,2,-0.935600928291053,1.0930487842229502
13527,34,12,4683.74,4,5,5,455,14,Champions (Top Tier),0,1.7680306923423708,0.3595236165091516
13529,79,2,307.76,3,2,2,322,7,Need Attention,1,-0.8009901351434107,-0.5353175510217889
13530,634,1,402.98,1,1,2,112,4,Hibernating / Churned,1,-1.6632920806428162,0.5393461410732748
13531,205,6,1738.52,2,4,4,244,10,At Risk (High Frequency),2,0.2915461033113346,0.8140281121424259
13532,34,1,210.31,4,1,1,411,6,New / Promising,3,-1.0078799940063676,-1.2532196558861377
13533,183,3,270.79,3,3,1,331,7,Loyal Customers,1,-0.906448358242861,-0.008792407807855826
13534,2,35,7720.9,5,5,5,555,15,Champions (Top Tier),0,3.5569145447883836,-0.47308580421943736
13535,403,1,89.5,2,1,1,211,4,Hibernating / Churned,1,-2.1679591703142984,-0.15790290273185567
13536,1,7,3448.29,5,4,5,545,14,Champions (Top Tier),0,2.1902362473960597,-1.488511189530532
13537,426,2,717.85,1,2,3,123,6,Need Attention,1,-0.9749475810810001,0.6413883004365527
13538,43,12,3112.73,4,5,5,455,14,Champions (Top Tier),0,1.5162819513224048,0.3634638817492419
13539,86,7,1569.36,3,4,4,344,11,Loyal Customers,2,0.6276607250155276,0.3568526282308912
13540,467,3,632.39,1,3,3,133,7,Need Attention,1,-0.8402534437188266,0.7593723425509197
13541,427,2,785.25,1,2,3,123,6,Need Attention,1,-0.9367091355152339,0.6695065895077895
13542,377,17,4006.17,2,5,5,255,12,At Risk (High Frequency),2,1.1786518154874197,1.7443397166145616
13543,634,2,1439.61,1,2,4,124,7,Cant Lose Them (High Spend),2,-0.8008247129119321,1.0683670961695844
13544,40,6,829.0,4,4,3,443,11,Loyal Customers,3,0.49170251931466064,-0.2978578431780246
